"PERIOD","SECTOR","CLASSIFICATION","UNIT_MEAS","VALUE","STATUS"
"2004","S2","P71XF11","MCHF","140832.366914248","A"
"2004","S2","P71XF11","AC","6.95904002205826","A"
"2004","S2","P71XF11","ACPP","6.00925389697123","A"
"2004","S2","P72","MCHF","71437.7257334927","A"
"2004","S2","P72","AC","14.4427414694224","A"
"2004","S2","P72","ACPP","10.6236256958706","A"
"2004","S2","P6","MCHF","258609.733187127","A"
"2004","S2","P6","AC","11.0743693352555","A"
"2004","S2","P6","ACPP","9.75494385235266","A"
"2004","S2","P61","MCHF","180200.597319062","A"
"2004","S2","P61","AC","13.3000105356784","A"
"2004","S2","P61","ACPP","10.8228542801961","A"
"2004","S2","P61XF11","MCHF","157191.621853062","A"
"2004","S2","P61XF11","AC","11.6347508223068","A"
"2004","S2","P61XF11","ACPP","9.43867905778534","A"
"2004","S2","P62","MCHF","78409.1358680645","A"
"2004","S2","P62","AC","6.27646207640126","A"
"2004","S2","P62","ACPP","7.45280494847955","A"
"2005","S1","B1GQ","MCHF","528601.157101518","A"
"2005","S1","B1GQ","AC","3.93104746266444","A"
"2005","S1","B1GQ","ACPP","2.9520848940826","A"
"2005","S1","P3","MCHF","356640.192869207","A"
"2005","S1","P3","AC","2.69043433482093","A"
"2005","S1","P3","ACPP","1.68437618995682","A"
"2005","S1","P5","MCHF","145144.266630529","A"
"2005","S1","P5","AC","13.8962842286899","A"
"2005","S1","P5","ACPP","12.1281628313217","A"
"2005","S1","P51G","MCHF","144120.649174906","A"
"2005","S1","P51G","AC","3.52696748249483","A"
"2005","S1","P51G","ACPP","3.31957488102788","A"
"2005","S1","P5111_N113T117G","MCHF","94606.1076384737","A"
"2005","S1","P5111_N113T117G","AC","2.354177749655","A"
"2005","S1","P5111_N113T117G","ACPP","3.22143256947529","A"
"2005","S1","P5111_N111_112G","MCHF","49514.5415364322","A"
"2005","S1","P5111_N111_112G","AC","5.8441915148219","A"
"2005","S1","P5111_N111_112G","ACPP","3.51348664248835","A"
"2005","S1","P52","MCHF","-342.618190852697","A"
"2005","S1","P52","AC","80.9001571987678","A"
"2005","S1","P52","ACPP","-20.0750427581277","A"
"2005","S1","P53","MCHF","1366.23564647569","A"
"2005","S1","P53","AC","113.68777011007","A"
"2005","S1","P53","ACPP","112.153116831049","A"
"2005","S13","P3","MCHF","61827.96829351","A"
"2005","S13","P3","AC","1.87506517929226","A"
"2005","S13","P3","ACPP","0.852895742946111","A"
"2005","S14_S15","P3","MCHF","294812.224575697","A"
"2005","S14_S15","P3","AC","2.86309183183768","A"
"2005","S14_S15","P3","ACPP","1.86044531377123","A"
"2005","S2","P7","MCHF","255303.121947797","A"
"2005","S2","P7","AC","13.6023257377277","A"
"2005","S2","P7","ACPP","9.98914160574847","A"
"2005","S2","P71","MCHF","177984.540455529","A"
"2005","S2","P71","AC","16.1048880762209","A"
"2005","S2","P71","ACPP","11.2868162869649","A"
"2005","S2","P71XF11","MCHF","154300.856408147","A"
"2005","S2","P71XF11","AC","9.56349011878758","A"
"2005","S2","P71XF11","ACPP","5.99739504424176","A"
"2005","S2","P72","MCHF","77318.5814922678","A"
"2005","S2","P72","AC","8.2321430286209","A"
"2005","S2","P72","ACPP","7.20449563392829","A"
"2005","S2","P6","MCHF","282119.819549579","A"
"2005","S2","P6","AC","9.09095186507965","A"
"2005","S2","P6","ACPP","6.24809080996568","A"
"2005","S2","P61","MCHF","194389.343604233","A"
"2005","S2","P61","AC","7.87386196065075","A"
"2005","S2","P61","ACPP","4.15802775626964","A"
"2005","S2","P61XF11","MCHF","169797.085986233","A"
"2005","S2","P61XF11","AC","8.01917047777155","A"
"2005","S2","P61XF11","ACPP","5.32025835989612","A"
"2005","S2","P62","MCHF","87730.4759453461","A"
"2005","S2","P62","AC","11.88807907916","A"
"2005","S2","P62","ACPP","11.0514929459651","A"
"2006","S1","B1GQ","MCHF","562159.638450928","A"
"2006","S1","B1GQ","AC","6.34854481466174","A"
"2006","S1","B1GQ","ACPP","4.13432259336353","A"
"2006","S1","P3","MCHF","366502.072778463","A"
"2006","S1","P3","AC","2.76521830865904","A"
"2006","S1","P3","ACPP","1.32309962521264","A"
"2006","S1","P5","MCHF","158547.922873125","A"
"2006","S1","P5","AC","9.23471285070858","A"
"2006","S1","P5","ACPP","4.23208696701695","A"
"2006","S1","P51G","MCHF","152165.353631106","A"
"2006","S1","P51G","AC","5.58192354964839","A"
"2006","S1","P51G","ACPP","4.67402083748375","A"
"2006","S1","P5111_N113T117G","MCHF","101846.003602166","A"
"2006","S1","P5111_N113T117G","AC","7.65267290285127","A"
"2006","S1","P5111_N113T117G","ACPP","7.8600130028454","A"
"2006","S1","P5111_N111_112G","MCHF","50319.3500289406","A"
"2006","S1","P5111_N111_112G","AC","1.62539825177669","A"
"2006","S1","P5111_N111_112G","ACPP","-1.41336901565182","A"
"2006","S1","P52","MCHF","1719.04766472498","A"
"2006","S1","P52","AC","601.738585580254","A"
"2006","S1","P52","ACPP","-943.485101517644","A"
"2006","S1","P53","MCHF","4663.521577294","A"
"2006","S1","P53","AC","241.340938462842","A"
"2006","S1","P53","ACPP","193.155112771565","A"
"2006","S13","P3","MCHF","62563.20100418","A"
"2006","S13","P3","AC","1.1891587754909","A"
"2006","S13","P3","ACPP","-0.196642383533069","A"
"2006","S14_S15","P3","MCHF","303938.871774283","A"
"2006","S14_S15","P3","AC","3.09574923893389","A"
"2006","S14_S15","P3","ACPP","1.64181965409296","A"
"2006","S2","P7","MCHF","278720.58293454","A"
"2006","S2","P7","AC","9.17241466069187","A"
"2006","S2","P7","ACPP","3.18333962363165","A"
"2006","S2","P71","MCHF","197894.3450315","A"
"2006","S2","P71","AC","11.1862550112581","A"
"2006","S2","P71","ACPP","3.65361979136649","A"
"2006","S2","P71XF11","MCHF","173742.063121919","A"
"2006","S2","P71XF11","AC","12.5995455672308","A"
"2006","S2","P71XF11","ACPP","8.04960166237806","A"
"2006","S2","P72","MCHF","80826.2379030401","A"
"2006","S2","P72","AC","4.53662799171133","A"
"2006","S2","P72","ACPP","2.10077191579027","A"
"2006","S2","P6","MCHF","315830.22573388","A"
"2006","S2","P6","AC","11.9489677251749","A"
"2006","S2","P6","ACPP","6.77722887106408","A"
"2006","S2","P61","MCHF","220940.698001898","A"
"2006","S2","P61","AC","13.6588528493216","A"
"2006","S2","P61","ACPP","7.51036907265062","A"
"2006","S2","P61XF11","MCHF","197537.700186898","A"
"2006","S2","P61XF11","AC","16.3375089976005","A"
"2006","S2","P61XF11","ACPP","12.9334444750313","A"
"2006","S2","P62","MCHF","94889.5277319828","A"
"2006","S2","P62","AC","8.16027920684787","A"
"2006","S2","P62","ACPP","5.15276894399086","A"
"2007","S1","B1GQ","MCHF","598992.212166471","A"
"2007","S1","B1GQ","AC","6.5519776227689","A"
"2007","S1","B1GQ","ACPP","3.98319373655492","A"
"2007","S1","P3","MCHF","379434.756487773","A"
"2007","S1","P3","AC","3.52867955459742","A"
"2007","S1","P3","ACPP","1.79912594644201","A"
"2007","S1","P5","MCHF","162897.330959472","A"
"2007","S1","P5","AC","2.74327661159427","A"
"2007","S1","P5","ACPP","-2.51551502904738","A"
"2007","S1","P51G","MCHF","163113.23377112","A"
"2007","S1","P51G","AC","7.19472592069463","A"
"2007","S1","P51G","ACPP","5.24588346699856","A"
"2007","S1","P5111_N113T117G","MCHF","111966.414183554","A"
"2007","S1","P5111_N113T117G","AC","9.9369736891408","A"
"2007","S1","P5111_N113T117G","ACPP","8.95376467317338","A"
"2007","S1","P5111_N111_112G","MCHF","51146.8195875659","A"
"2007","S1","P5111_N111_112G","AC","1.6444361029095","A"
"2007","S1","P5111_N111_112G","ACPP","-2.25884150387822","A"
"2007","S1","P52","MCHF","1967.723872678","A"
"2007","S1","P52","AC","14.4659286101187","A"
"2007","S1","P52","ACPP","-318.914999801515","A"
"2007","S1","P53","MCHF","-2183.62668432593","A"
"2007","S1","P53","AC","-146.823557008028","A"
"2007","S1","P53","ACPP","-139.131190724956","A"
"2007","S13","P3","MCHF","64208.42701456","A"
"2007","S13","P3","AC","2.62970241927053","A"
"2007","S13","P3","ACPP","0.832901549693036","A"
"2007","S14_S15","P3","MCHF","315226.329473213","A"
"2007","S14_S15","P3","AC","3.71372626115159","A"
"2007","S14_S15","P3","ACPP","1.99801492301833","A"
"2007","S2","P7","MCHF","309231.914431643","A"
"2007","S2","P7","AC","10.9469243985718","A"
"2007","S2","P7","ACPP","5.79017217887162","A"
"2007","S2","P71","MCHF","219838.123054872","A"
"2007","S2","P71","AC","11.088633189533","A"
"2007","S2","P71","ACPP","5.77042177257597","A"
"2007","S2","P71XF11","MCHF","189807.814156631","A"
"2007","S2","P71XF11","AC","9.24689781278726","A"
"2007","S2","P71XF11","ACPP","4.78598460256946","A"
"2007","S2","P72","MCHF","89393.7913767712","A"
"2007","S2","P72","AC","10.5999656745237","A"
"2007","S2","P72","ACPP","5.83852892315901","A"
"2007","S2","P6","MCHF","365892.039150869","A"
"2007","S2","P6","AC","15.8508620575065","A"
"2007","S2","P6","ACPP","11.3747099464961","A"
"2007","S2","P61","MCHF","254802.437274678","A"
"2007","S2","P61","AC","15.3261665139166","A"
"2007","S2","P61","ACPP","10.8252731021082","A"
"2007","S2","P61XF11","MCHF","221682.071892678","A"
"2007","S2","P61XF11","AC","12.2226651838796","A"
"2007","S2","P61XF11","ACPP","8.73684149314613","A"
"2007","S2","P62","MCHF","111089.601876191","A"
"2007","S2","P62","AC","17.0725627278553","A"
"2007","S2","P62","ACPP","12.654018241189","A"
"2008","S1","B1GQ","MCHF","622461.843394655","A"
"2008","S1","B1GQ","AC","3.91818637228976","A"
"2008","S1","B1GQ","ACPP","2.53159628957336","A"
"2008","S1","P3","MCHF","393110.611373829","A"
"2008","S1","P3","AC","3.60427047133123","A"
"2008","S1","P3","ACPP","1.37577392516847","A"
"2008","S1","P5","MCHF","172032.434601804","A"
"2008","S1","P5","AC","5.60789031258234","A"
"2008","S1","P5","ACPP","4.62444205484907","A"
"2008","S1","P51G","MCHF","167428.887259963","A"
"2008","S1","P51G","AC","2.64580217623435","A"
"2008","S1","P51G","ACPP","0.587617590427685","A"
"2008","S1","P5111_N113T117G","MCHF","114334.792407125","A"
"2008","S1","P5111_N113T117G","AC","2.11525772334534","A"
"2008","S1","P5111_N113T117G","ACPP","0.836457567466065","A"
"2008","S1","P5111_N111_112G","MCHF","53094.094852838","A"
"2008","S1","P5111_N111_112G","AC","3.80722649223228","A"
"2008","S1","P5111_N111_112G","ACPP","0.0428775624224852","A"
"2008","S1","P52","MCHF","-2338.59650160326","A"
"2008","S1","P52","AC","-218.847798416986","A"
"2008","S1","P52","ACPP","-86.6648084146258","A"
"2008","S1","P53","MCHF","6942.14384344427","A"
"2008","S1","P53","AC","417.918071494315","A"
"2008","S1","P53","ACPP","379.182705953384","A"
"2008","S13","P3","MCHF","67708.60995714","A"
"2008","S13","P3","AC","5.45128280714039","A"
"2008","S13","P3","ACPP","0.54376394649655","A"
"2008","S14_S15","P3","MCHF","325402.001416689","A"
"2008","S14_S15","P3","AC","3.22805266948395","A"
"2008","S14_S15","P3","ACPP","1.54524597428383","A"
"2008","S2","P7","MCHF","333434.877277929","A"
"2008","S2","P7","AC","7.82679979547714","A"
"2008","S2","P7","ACPP","4.31782108209786","A"
"2008","S2","P71","MCHF","243660.910429572","A"
"2008","S2","P71","AC","10.8365132687899","A"
"2008","S2","P71","ACPP","6.22261008846674","A"
"2008","S2","P71XF11","MCHF","194675.985686423","A"
"2008","S2","P71XF11","AC","2.56478983830178","A"
"2008","S2","P71XF11","ACPP","-0.0335802428408481","A"
"2008","S2","P72","MCHF","89773.9668483573","A"
"2008","S2","P72","AC","0.425281740186814","A"
"2008","S2","P72","ACPP","-0.366455460226976","A"
"2008","S2","P6","MCHF","390753.674696951","A"
"2008","S2","P6","AC","6.79480089366754","A"
"2008","S2","P6","ACPP","4.30807085243606","A"
"2008","S2","P61","MCHF","281459.213398719","A"
"2008","S2","P61","AC","10.4617429916123","A"
"2008","S2","P61","ACPP","5.86164520606811","A"
"2008","S2","P61XF11","MCHF","238425.612833719","A"
"2008","S2","P61XF11","AC","7.55295220677432","A"
"2008","S2","P61XF11","ACPP","4.32822970671749","A"
"2008","S2","P62","MCHF","109294.461298232","A"
"2008","S2","P62","AC","-1.61593933873312","A"
"2008","S2","P62","ACPP","0.744690255986939","A"
"2009","S1","B1GQ","MCHF","613317.965337715","A"
"2009","S1","B1GQ","AC","-1.46898611601203","A"
"2009","S1","B1GQ","ACPP","-1.93490949488661","A"
"2009","S1","P3","MCHF","399098.161820765","A"
"2009","S1","P3","AC","1.52312104372115","A"
"2009","S1","P3","ACPP","1.58309685501149","A"
"2009","S1","P5","MCHF","176456.432839132","A"
"2009","S1","P5","AC","2.57160706210354","A"
"2009","S1","P5","ACPP","3.15702333670256","A"
"2009","S1","P51G","MCHF","155611.880344689","A"
"2009","S1","P51G","AC","-7.05792597004207","A"
"2009","S1","P51G","ACPP","-6.69924563251797","A"
"2009","S1","P5111_N113T117G","MCHF","101464.810940714","A"
"2009","S1","P5111_N113T117G","AC","-11.2563999071984","A"
"2009","S1","P5111_N113T117G","ACPP","-11.1930135997005","A"
"2009","S1","P5111_N111_112G","MCHF","54147.0694039756","A"
"2009","S1","P5111_N111_112G","AC","1.98322347156712","A"
"2009","S1","P5111_N111_112G","ACPP","2.97780092186243","A"
"2009","S1","P52","MCHF","-2367.45893621929","A"
"2009","S1","P52","AC","-1.23417761876601","A"
"2009","S1","P52","ACPP","96.1874230445485","A"
"2009","S1","P53","MCHF","23212.0114306623","A"
"2009","S1","P53","AC","234.363734807689","A"
"2009","S1","P53","ACPP","207.401937194193","A"
"2009","S13","P3","MCHF","71457.9121373","A"
"2009","S13","P3","AC","5.53740828903936","A"
"2009","S13","P3","ACPP","2.33190195204956","A"
"2009","S14_S15","P3","MCHF","327640.249683465","A"
"2009","S14_S15","P3","AC","0.687840965031272","A"
"2009","S14_S15","P3","ACPP","1.42728788017872","A"
"2009","S2","P7","MCHF","315568.976773685","A"
"2009","S2","P7","AC","-5.35813789190151","A"
"2009","S2","P7","ACPP","-2.59536183640065","A"
"2009","S2","P71","MCHF","222047.486486277","A"
"2009","S2","P71","AC","-8.87028777212984","A"
"2009","S2","P71","ACPP","-5.62181322086965","A"
"2009","S2","P71XF11","MCHF","166026.561065604","A"
"2009","S2","P71XF11","AC","-14.7164656800382","A"
"2009","S2","P71XF11","ACPP","-7.4209124147446","A"
"2009","S2","P72","MCHF","93521.4902874078","A"
"2009","S2","P72","AC","4.17439884925734","A"
"2009","S2","P72","ACPP","5.61891147243269","A"
"2009","S2","P6","MCHF","353332.347451503","A"
"2009","S2","P6","AC","-9.57670513897797","A"
"2009","S2","P6","ACPP","-8.27947190043746","A"
"2009","S2","P61","MCHF","245540.709269412","A"
"2009","S2","P61","AC","-12.7615307722844","A"
"2009","S2","P61","ACPP","-10.3995585636643","A"
"2009","S2","P61XF11","MCHF","210828.510864412","A"
"2009","S2","P61XF11","AC","-11.574722044881","A"
"2009","S2","P61XF11","ACPP","-7.13811968553121","A"
"2009","S2","P62","MCHF","107791.638182091","A"
"2009","S2","P62","AC","-1.37502220907632","A"
"2009","S2","P62","ACPP","-2.81974487053186","A"
"2010","S1","B1GQ","MCHF","636172.019983406","A"
"2010","S1","B1GQ","AC","3.72629792983588","A"
"2010","S1","B1GQ","ACPP","3.26063079638185","A"
"2010","S1","P3","MCHF","407868.592577897","A"
"2010","S1","P3","AC","2.19756230324887","A"
"2010","S1","P3","ACPP","1.63929125005025","A"
"2010","S1","P5","MCHF","167675.368406852","A"
"2010","S1","P5","AC","-4.97633568297606","A"
"2010","S1","P5","ACPP","-3.22648059714156","A"
"2010","S1","P51G","MCHF","161385.88441669","A"
"2010","S1","P51G","AC","3.71051622743131","A"
"2010","S1","P51G","ACPP","3.85596379066446","A"
"2010","S1","P5111_N113T117G","MCHF","105122.448064405","A"
"2010","S1","P5111_N113T117G","AC","3.60483313355622","A"
"2010","S1","P5111_N113T117G","ACPP","4.03247429215936","A"
"2010","S1","P5111_N111_112G","MCHF","56263.4363522853","A"
"2010","S1","P5111_N111_112G","AC","3.90855307887502","A"
"2010","S1","P5111_N111_112G","ACPP","3.5252052683591","A"
"2010","S1","P52","MCHF","333.981531459738","A"
"2010","S1","P52","AC","114.107173153047","A"
"2010","S1","P52","ACPP","256.981696586591","A"
"2010","S1","P53","MCHF","5955.50245870213","A"
"2010","S1","P53","AC","-74.3430142773619","A"
"2010","S1","P53","ACPP","-76.5879618895483","A"
"2010","S13","P3","MCHF","72594.27505723","A"
"2010","S13","P3","AC","1.59025485903728","A"
"2010","S13","P3","ACPP","-0.201463311231468","A"
"2010","S14_S15","P3","MCHF","335274.317520667","A"
"2010","S14_S15","P3","AC","2.33001526661564","A"
"2010","S14_S15","P3","ACPP","2.04075742471434","A"
"2010","S2","P7","MCHF","348852.320584567","A"
"2010","S2","P7","AC","10.5470899424792","A"
"2010","S2","P7","ACPP","7.98045447029534","A"
"2010","S2","P71","MCHF","252349.465551805","A"
"2010","S2","P71","AC","13.6466210651749","A"
"2010","S2","P71","ACPP","8.40326605039891","A"
"2010","S2","P71XF11","MCHF","181751.324260431","A"
"2010","S2","P71XF11","AC","9.47123345439469","A"
"2010","S2","P71XF11","ACPP","9.6493028101274","A"
"2010","S2","P72","MCHF","96502.855032762","A"
"2010","S2","P72","AC","3.1878926824112","A"
"2010","S2","P72","ACPP","6.97657559357123","A"
"2010","S2","P6","MCHF","409480.379583224","A"
"2010","S2","P6","AC","15.8909968296712","A"
"2010","S2","P6","ACPP","12.5470607526397","A"
"2010","S2","P61","MCHF","302684.951732925","A"
"2010","S2","P61","AC","23.2728180323098","A"
"2010","S2","P61","ACPP","17.4696339898372","A"
"2010","S2","P61XF11","MCHF","238592.680070925","A"
"2010","S2","P61XF11","AC","13.1690771294063","A"
"2010","S2","P61XF11","ACPP","11.5435313651025","A"
"2010","S2","P62","MCHF","106795.427850299","A"
"2010","S2","P62","AC","-0.924200010866507","A"
"2010","S2","P62","ACPP","1.33383359998931","A"
"2011","S1","B1GQ","MCHF","645812.258034827","A"
"2011","S1","B1GQ","AC","1.51535084043347","A"
"2011","S1","B1GQ","ACPP","1.40766061343347","A"
"2011","S1","P3","MCHF","412671.327943887","A"
"2011","S1","P3","AC","1.17752027329076","A"
"2011","S1","P3","ACPP","1.36427728289347","A"
"2011","S1","P5","MCHF","185633.065642304","A"
"2011","S1","P5","AC","10.7098003756159","A"
"2011","S1","P5","ACPP","11.5362864739603","A"
"2011","S1","P51G","MCHF","165408.105556048","A"
"2011","S1","P51G","AC","2.49230045979309","A"
"2011","S1","P51G","ACPP","2.19079383501459","A"
"2011","S1","P5111_N113T117G","MCHF","106427.218722205","A"
"2011","S1","P5111_N113T117G","AC","1.24119127914649","A"
"2011","S1","P5111_N113T117G","ACPP","1.99605959582076","A"
"2011","S1","P5111_N111_112G","MCHF","58980.8868338429","A"
"2011","S1","P5111_N111_112G","AC","4.82986937474404","A"
"2011","S1","P5111_N111_112G","ACPP","2.55463474614989","A"
"2011","S1","P52","MCHF","3083.03199203177","A"
"2011","S1","P52","AC","823.114514313625","A"
"2011","S1","P52","ACPP","1674.17508824424","A"
"2011","S1","P53","MCHF","17141.9280942242","A"
"2011","S1","P53","AC","187.833448362977","A"
"2011","S1","P53","ACPP","171.546285323658","A"
"2011","S13","P3","MCHF","74276.861302","A"
"2011","S13","P3","AC","2.31779467932359","A"
"2011","S13","P3","ACPP","0.684318019552081","A"
"2011","S14_S15","P3","MCHF","338394.466641887","A"
"2011","S14_S15","P3","AC","0.930625746789587","A"
"2011","S14_S15","P3","ACPP","1.51150344132915","A"
"2011","S2","P7","MCHF","380031.68156495","A"
"2011","S2","P7","AC","8.93769630889551","A"
"2011","S2","P7","ACPP","9.40847792855042","A"
"2011","S2","P71","MCHF","280125.167941142","A"
"2011","S2","P71","AC","11.0068401883081","A"
"2011","S2","P71","ACPP","9.81406932276496","A"
"2011","S2","P71XF11","MCHF","184567.153052042","A"
"2011","S2","P71XF11","AC","1.54927552966638","A"
"2011","S2","P71XF11","ACPP","4.21418930064089","A"
"2011","S2","P72","MCHF","99906.5136238083","A"
"2011","S2","P72","AC","3.52700299891724","A"
"2011","S2","P72","ACPP","8.34787955011171","A"
"2011","S2","P6","MCHF","427539.546013586","A"
"2011","S2","P6","AC","4.4102641618002","A"
"2011","S2","P6","ACPP","4.11957885828763","A"
"2011","S2","P61","MCHF","321486.579954246","A"
"2011","S2","P61","AC","6.2116164393632","A"
"2011","S2","P61","ACPP","6.07580261710262","A"
"2011","S2","P61XF11","MCHF","243229.624630246","A"
"2011","S2","P61XF11","AC","1.94345633652404","A"
"2011","S2","P61XF11","ACPP","4.45730462980594","A"
"2011","S2","P62","MCHF","106052.96605934","A"
"2011","S2","P62","AC","-0.695218705429361","A"
"2011","S2","P62","ACPP","-1.42484851968705","A"
"2012","S1","B1GQ","MCHF","654393.623955498","A"
"2012","S1","B1GQ","AC","1.32877098783839","A"
"2012","S1","B1GQ","ACPP","1.1241358906503","A"
"2012","S1","P3","MCHF","418188.797659572","A"
"2012","S1","P3","AC","1.33701310027418","A"
"2012","S1","P3","ACPP","1.94645216660213","A"
"2012","S1","P5","MCHF","177360.44143078","A"
"2012","S1","P5","AC","-4.45643893392599","A"
"2012","S1","P5","ACPP","-5.75528879081259","A"
"2012","S1","P51G","MCHF","171150.294126883","A"
"2012","S1","P51G","AC","3.47152792272879","A"
"2012","S1","P51G","ACPP","3.99735852705305","A"
"2012","S1","P5111_N113T117G","MCHF","110206.912061043","A"
"2012","S1","P5111_N113T117G","AC","3.55143485305485","A"
"2012","S1","P5111_N113T117G","ACPP","4.59352512624742","A"
"2012","S1","P5111_N111_112G","MCHF","60943.3820658405","A"
"2012","S1","P5111_N111_112G","AC","3.32734100374962","A"
"2012","S1","P5111_N111_112G","ACPP","2.92161422320639","A"
"2012","S1","P52","MCHF","2919.83040933086","A"
"2012","S1","P52","AC","-5.29354165388848","A"
"2012","S1","P52","ACPP","-94.2189882325764","A"
"2012","S1","P53","MCHF","3290.31689456613","A"
"2012","S1","P53","AC","-80.8054445422929","A"
"2012","S1","P53","ACPP","-83.9513058388384","A"
"2012","S13","P3","MCHF","75270.24738803","A"
"2012","S13","P3","AC","1.33740988595494","A"
"2012","S13","P3","ACPP","0.138596796585853","A"
"2012","S14_S15","P3","MCHF","342918.550271542","A"
"2012","S14_S15","P3","AC","1.33692600666632","A"
"2012","S14_S15","P3","ACPP","2.34327255171464","A"
"2012","S2","P7","MCHF","382407.15250133","A"
"2012","S2","P7","AC","0.625071816801779","A"
"2012","S2","P7","ACPP","-2.18196609681412","A"
"2012","S2","P71","MCHF","273644.817559895","A"
"2012","S2","P71","AC","-2.31337670544771","A"
"2012","S2","P71","ACPP","-5.98449332965837","A"
"2012","S2","P71XF11","MCHF","186633.34349899","A"
"2012","S2","P71XF11","AC","1.11947896079074","A"
"2012","S2","P71XF11","ACPP","0.814254045650817","A"
"2012","S2","P72","MCHF","108762.334941435","A"
"2012","S2","P72","AC","8.86410805102565","A"
"2012","S2","P72","ACPP","8.47983703358176","A"
"2012","S2","P6","MCHF","441251.537366476","A"
"2012","S2","P6","AC","3.20718667565185","A"
"2012","S2","P6","ACPP","0.378658292601729","A"
"2012","S2","P61","MCHF","324014.735292624","A"
"2012","S2","P61","AC","0.786395294863692","A"
"2012","S2","P61","ACPP","-2.80708992180607","A"
"2012","S2","P61XF11","MCHF","242864.057551624","A"
"2012","S2","P61XF11","AC","-0.150297102656521","A"
"2012","S2","P61XF11","ACPP","-1.12897636310044","A"
"2012","S2","P62","MCHF","117236.802073852","A"
"2012","S2","P62","AC","10.5455193099022","A"
"2012","S2","P62","ACPP","10.0358638956232","A"
"2013","S1","B1GQ","MCHF","666210.44413731","A"
"2013","S1","B1GQ","AC","1.80576639949295","A"
"2013","S1","B1GQ","ACPP","1.83612390644172","A"
"2013","S1","P3","MCHF","426295.583634028","A"
"2013","S1","P3","AC","1.93854690030579","A"
"2013","S1","P3","ACPP","2.26230661576954","A"
"2013","S1","P5","MCHF","171448.022583704","A"
"2013","S1","P5","AC","-3.33356119289082","A"
"2013","S1","P5","ACPP","-7.54370590039489","A"
"2013","S1","P51G","MCHF","174229.818447847","A"
"2013","S1","P51G","AC","1.79930997879598","A"
"2013","S1","P51G","ACPP","1.35049540501069","A"
"2013","S1","P5111_N113T117G","MCHF","111017.197522021","A"
"2013","S1","P5111_N113T117G","AC","0.735240145853767","A"
"2013","S1","P5111_N113T117G","ACPP","0.385729220475374","A"
"2013","S1","P5111_N111_112G","MCHF","63212.6209258256","A"
"2013","S1","P5111_N111_112G","AC","3.72351973760424","A"
"2013","S1","P5111_N111_112G","ACPP","3.095129497416","A"
"2013","S1","P52","MCHF","11482.0766916646","A"
"2013","S1","P52","AC","293.244643763264","A"
"2013","S1","P52","ACPP","161.877673106847","A"
"2013","S1","P53","MCHF","-14263.8725558076","A"
"2013","S1","P53","AC","-533.510601345542","A"
"2013","S1","P53","ACPP","-620.532341490749","A"
"2013","S13","P3","MCHF","76998.06214375","A"
"2013","S13","P3","AC","2.29548170183744","A"
"2013","S13","P3","ACPP","1.69876168053379","A"
"2013","S14_S15","P3","MCHF","349297.521490278","A"
"2013","S14_S15","P3","AC","1.86020010106903","A"
"2013","S14_S15","P3","ACPP","2.38600411377856","A"
"2013","S2","P7","MCHF","408132.098628353","A"
"2013","S2","P7","AC","6.72710904039188","A"
"2013","S2","P7","ACPP","11.8411236563037","A"
"2013","S2","P71","MCHF","295711.30791251","A"
"2013","S2","P71","AC","8.06391677700411","A"
"2013","S2","P71","ACPP","16.1656638900204","A"
"2013","S2","P71XF11","MCHF","187698.355250237","A"
"2013","S2","P71XF11","AC","0.570643879212692","A"
"2013","S2","P71XF11","ACPP","0.157546233970443","A"
"2013","S2","P72","MCHF","112420.790715843","A"
"2013","S2","P72","AC","3.36371573521063","A"
"2013","S2","P72","ACPP","0.960628823942565","A"
"2013","S2","P6","MCHF","476598.936547931","A"
"2013","S2","P6","AC","8.01071411386331","A"
"2013","S2","P6","ACPP","13.8731797252387","A"
"2013","S2","P61","MCHF","358158.890080083","A"
"2013","S2","P61","AC","10.5378401252716","A"
"2013","S2","P61","ACPP","18.5727574309716","A"
"2013","S2","P61XF11","MCHF","238374.951539083","A"
"2013","S2","P61XF11","AC","-1.8484027887029","A"
"2013","S2","P61XF11","ACPP","-1.6193455638429","A"
"2013","S2","P62","MCHF","118440.046467848","A"
"2013","S2","P62","AC","1.0263367583486","A"
"2013","S2","P62","ACPP","0.884660767250388","A"
"2014","S1","B1GQ","MCHF","679021.949211798","A"
"2014","S1","B1GQ","AC","1.92304176363936","A"
"2014","S1","B1GQ","ACPP","2.54342348024899","A"
"2014","S1","P3","MCHF","430744.048959509","A"
"2014","S1","P3","AC","1.04351663405911","A"
"2014","S1","P3","ACPP","1.12174820471097","A"
"2014","S1","P5","MCHF","178794.389067946","A"
"2014","S1","P5","AC","4.28489426330694","A"
"2014","S1","P5","ACPP","4.46027265916309","A"
"2014","S1","P51G","MCHF","178742.795221351","A"
"2014","S1","P51G","AC","2.59024362976945","A"
"2014","S1","P51G","ACPP","2.6205770381018","A"
"2014","S1","P5111_N113T117G","MCHF","113482.77893102","A"
"2014","S1","P5111_N113T117G","AC","2.22090042266595","A"
"2014","S1","P5111_N113T117G","ACPP","2.29232834615802","A"
"2014","S1","P5111_N111_112G","MCHF","65260.0162903314","A"
"2014","S1","P5111_N111_112G","AC","3.23890282433978","A"
"2014","S1","P5111_N111_112G","ACPP","3.197063969606","A"
"2014","S1","P52","MCHF","6839.48295923424","A"
